"regions","iso3","name","year","boreal","temperate","tropical","subtropical","1a_forestArea","1a_otherWoodedLand","1a_landArea","1b_naturallyRegeneratingForest","1b_plantedForest","1b_plantationForest","1b_plantationForestIntroduced","1b_otherPlantedForest","1c_primary","1c_tempUnstocked","1c_bamboos","1c_mangroves","1c_rubber","1f_palms","1f_treeOrchards","1f_agroforestry","1f_treesUrbanSettings","1f_other","2a_gs_ha_nat_reg","2a_gs_ha_planted","2a_gs_ha_plantation","2a_gs_ha_other_planted","2a_gs_ha_forest","2a_gs_ha_owl","2a_gs_tot_nat_reg","2a_gs_tot_planted","2a_gs_tot_plantation","2a_gs_tot_other_planted","2a_gs_tot_forest","2a_gs_tot_owl","2b_native_#1","2b_native_#2","2b_native_#3","2b_native_#4","2b_native_#5","2b_native_#6","2b_native_#7","2b_native_#8","2b_native_#9","2b_native_#10","2b_native_remaining","2b_native_total","2b_introduced_#1","2b_introduced_#2","2b_introduced_#3","2b_introduced_#4","2b_introduced_#5","2b_introduced_remaining","2b_introduced_total","2b_total_gs","2c_agb","2c_bgb","2c_dwb","2d_carbon_agb","2d_carbon_bgb","2d_carbon_dw","2d_carbon_litter","2d_carbon_soil","2d_soil_depth_cm","3a_prim_prod","3a_prim_prot","3a_prim_biodiv","3a_prim_socserv","3a_prim_multi","3a_prim_other","3a_prim_no_unknown","3a_tot_prod","3a_tot_prot","3a_tot_biodiv","3a_tot_socserv","3a_tot_other","3b_protected","3b_forMngt","3b_mngtProt","4a_priv_own","4a_individ","4a_bus_inst_fo","4a_indigenous_fo","4a_pub_own","4a_fo_unknown","4b_pub_admin","4b_individuals","4b_bus_inst_mr","4b_indigenous_mr","4b_unknown","5c_y_n","6a_policies_national","6a_policies_sub_national","6a_legislation_national","6a_legislation_sub_national","6a_platform_national","6a_platform_sub_national","6a_traceability_national","6a_traceability_sub_national","6b_pfe_y_n","6b_pfe_area","7a_employment_tot","7a_employment_fem","7a_employment_male","7a_emp_forestry_tot","7a_emp_forestry_fem","7a_emp_forestry_male","7a_emp_logging_tot","7a_emp_logging_fem","7a_emp_logging_male","7a_emp_nwfp_tot","7a_emp_nwfp_fem","7a_emp_nwfp_male","7a_emp_support_tot","7a_emp_support_fem","7a_emp_support_male","7b_phd_tot","7b_phd_fem","7b_phd_male","7b_msc_tot","7b_msc_fem","7b_msc_male","7b_ba_tot","7b_ba_fem","7b_ba_male","7b_tech_tot","7b_tech_fem","7b_tech_male","7b_total_tot","7b_total_fem","7b_total_male"
"EU-27, UNECE, International Tropical Timber Organization, FOREST EUROPE, Europe","POL","Poland",2015,0,100,0,0,"9420.0000000000000000","0.00000000000000000000",30619,"2054.00","7366.00","4.00","0.18","7362.00","0.00","543.00","0.00","0.00","0.00","0.00",,,,,"269.0944498539435248296","271.1132229161010046158",,,"270.67303609341825902335",,"552.72","1997.02",,,"2549.74",,"1438.97","193.69","177.09","170.54","151.67","119.74","101.92","40.10","32.96","25.38","79.39","2531.45","7.52","6.33","1.72","0.99","0.68","1.05","18.29","2549.74","155.00","31.00","8.00","73.00","15.00","4.00",,,"40.00","0.00","1917.00","912.00","1045.00","5546.00","0.00","0","8268.00","2208.00","3223.00","1434.00",,"3079.30","8930.00","3079.30","1765.00","1661.00","39.00","65.00","7655.00","0","7655.00","0.00","0.00","0.00","0","no","yes","no","yes",,"no",,"yes",,"yes","9420.00","75.83","10.73","65.10",,,,,,,,,,,,,"26","10","16","490",,,"770",,,"458","108","350",,,
"EU-27, UNECE, International Tropical Timber Organization, FOREST EUROPE, Europe","POL","Poland",2020,0,100,0,0,"9483.00","0.00",30619,,,,,,"0.00","543.00","0.00","0.00","0.00","0.00",,,,,,,,,"287.88358114520721290731",,,,,,"2730.00",,"1524.00","214.00","191.00","174.00","156.00","132.00","118.00","45.00","37.00","28.00","86.00","2705",,,,,,"25.00","25","2730","166.00","33.00","8.00","78.00","16.00","4.00",,,"40.00","0.00","1924.00","975.00","1021.00","5563.00","0.00","0","8331.00","2216.00","3236.00","1438.00",,"3092.10",,,,,,,,,,,,,,"no","yes","no","yes",,"no",,"yes",,"yes","9483.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North and Central America","PRI","Puerto Rico",1990,0,0,"0.00","100.00","320.3300000000000000","0.00000000000000000000",887,"320.3300000000000000","0.00","0.000000000000000000000000",,"0.000000000000000000000000","0.00",,,,"0.00",,,,,,"58.88","0.00","0.00","0.00","58.88",,"18.8610304","0","0","0","18.8610304",,,,,,,,,,,,,,,,,,,,,,"57.44","6.25",,"26.09","5.18","6.89","14.22",,,,,,,,,"320.33",,,,,,,,,"270.62",,,,"49.71","0",,,,,"49.71","no","yes","yes","yes","yes","yes","yes","yes","no","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North and Central America","PRI","Puerto Rico",2000,0,0,"0.00","100.00","429.15","0.00",887,"429.15","0.00","0.00","0.00","0.00","0.00",,,"10.46","0.00",,,,,,"58.88384014913200512641","0.00","0.00","0.00","58.88384014913200512641",,"25.27","0","0","0","25.27",,"1.89","1.36","0.51","0.39","0.97","0.49","0.27","0.36","0.50","0.62","7.37","14.73","5.77","1.87","0.72","0.20","0.38","1.60","10.54","25.27","57.44","6.25",,"26.09","5.18","6.89","14.22",,,,,,,,,"429.15",,,,,,"59.65",,,"362.56",,,,"66.59","0",,,,,"66.59","no","yes","yes","yes","yes","yes","yes","yes","no","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North and Central America","PRI","Puerto Rico",2010,0,0,"0.00","100.00","491.45","0.00",887,"491.45","0.00","0.00","0.00","0.00","0.00",,,"5.71","0.00",,,,,,"74.90080374402278970394","0.00","0.00","0.00","74.90080374402278970394",,"36.81","0","0","0","36.81",,"2.62","2.65","0.91","0.73","1.02","0.75","0.53","0.61","0.77","0.69","9.12","20.4","9.27","2.29","1.11","0.34","0.42","2.24","15.67","36.07","73.16","15.50",,"33.28","6.59","3.87","20.92",,,,,,,,,"491.45",,,,,,"67.21",,,"415.19",,,,"76.26","0",,,,,"76.26","no","yes","yes","yes","yes","yes","yes","yes","no","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North and Central America","PRI","Puerto Rico",2015,0,0,"0.00","100.00","493.88","0.00",887,"493.88","0.00","0.00","0.00","0.00","0.00",,,"4.10","0.00",,,,,,"81.78099943306066250911","0.00","0.00","0.00","81.78099943306066250911",,"40.39","0","0","0","40.39",,"3.72","3.11","1.02","0.96","0.86","0.88","0.78","0.74","0.69","0.70","11.15","24.61","7.99","2.44","1.21","0.42","0.39","2.81","15.26","39.87","74.39","16.74",,"34.00","7.31","4.59","21.64",,,,,,,,,"493.88",,,,,,"66.92",,,"417.24",,,,"76.64","0",,,,,"76.64","no","yes","yes","yes","yes","yes","yes","yes","no","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North and Central America","PRI","Puerto Rico",2020,0,0,"0.00","100.00","496.33","0.00",887,"496.33","0.00","0.00","0.00","0.00","0.00",,,"4.10","0.00",,,,,,"90.98785082505591038221","0.00","0.00","0.00","90.98785082505591038221",,"45.16","0","0","0","45.16",,,,,,,,,,,,,,,,,,,,,,"80.55","22.90",,"37.59","10.91","8.19","25.23",,,,,,,,,"496.33",,,,,,,,,,,,,,,,,,,,"no","yes","yes","yes","yes","yes","yes","yes","no","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","PRK","Democratic People's Republic of Korea",1990,0,100,0,0,"6912.03000000000000000000","1863.64000000000000000000",12041,"5782.03","1130.00","1130.00",,"0.00",,,,"0.00",,,,,,,"62.30","62.30","62.30",,"62.30",,"360.220469","70.399","70.399","0.00","430.619469",,,,,,,,,,,,,,,,,,,,,,"61.14","22.60",,"28.74","10.62",,,,,,,,,,,"6912.03",,,,,,,,,"0.00","0.00","0.00","0.00","6912.03","0","6912.03","0.00","0.00","0.00","0","no","yes","yes","yes","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","PRK","Democratic People's Republic of Korea",2000,0,100,0,0,"6454.69000000000000000000","2171.97000000000000000000",12041,"5399.46","1055.23","1055.23",,"0.00",,,,"0.00",,,,,,,"62.50","62.50","62.50",,"62.50",,"337.46625","65.951875","65.951875","0.00","403.418125",,,,,,,,,,,,,,,,,,,,,,"61.34","22.67",,"28.83","10.66",,,,,,,,,,,"6454.69",,,,,,,,,"0.00","0.00","0.00","0.00","6454.69","0","6454.69","0.00","0.00","0.00","0","no","yes","yes","yes","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","PRK","Democratic People's Republic of Korea",2010,0,100,0,0,"6242.39","2301.01",12041,"5221.86","1020.53","1020.53",,"0.00",,,,"0.00",,,,,,,"63.50","63.50","63.50",,"63.50",,"331.58811","64.803655","64.803655","0.00","396.391765",,,,,,,,,,,,,,,,,,,,,,"62.32","23.03",,"29.29","10.83",,,,,,,,,,,"6242.39",,,,,,,,,"0.00","0.00","0.00","0.00","6236.39","6","6236.39","0.00","0.00","0.00","0","no","yes","yes","yes","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","PRK","Democratic People's Republic of Korea",2015,0,100,0,0,"6136.24","2365.53",12041,"5132.50","1003.74","1003.74",,"0.00",,,,"0.00",,,,,,,"63.50","63.50","63.50",,"63.50",,"325.91375","63.73749","63.73749","0.00","389.65124",,,,,,,,,,,,,,,,,,,,,,"62.31","23.03",,"29.29","10.83",,,,,,,,,,,"6136.24",,,,,,,,,"0.00","0.00","0.00","0.00","6136.24","0","6136.24","0.00","0.00","0.00","0","no","yes","yes","yes","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","PRK","Democratic People's Republic of Korea",2020,0,100,0,0,"6030.09","2430.03",12041,"5042.75","987.34","987.34",,"0.00",,,,"0.00",,,,,,,"63.50","63.50","63.50",,"63.50",,"320.214625","62.69609","62.69609","0.00","382.910715",,,,,,,,,,,,,,,,,,,,,,"62.30","23.03",,"29.28","10.82",,,,,,,,,,,"6030.09",,,,,,,,,,,,,,,,,,,,"no","yes","yes","yes","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, EU-27, Europe, UNECE, International Tropical Timber Organization","PRT","Portugal",1990,"0.00","100.00","0.00","0.00","3399.00","1086.00",9161,"1326.00","2073.00","574.00","574.00","1499.00","22.00","564.00","0.00","0.00","0.00","0.00","481.00","0.00","17.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3399",,,,,,,,,"3311.70",,,"164.10","87.30","0","87.30",,,,"0","no","yes","yes","yes","yes","yes","yes","no","no","yes","1285.39","3.09","0.80","2.28","1.26","0.57","0.69","1.83","0.23","1.59",,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, EU-27, Europe, UNECE, International Tropical Timber Organization","PRT","Portugal",2000,"0.00","100.00","0.00","0.00","3281.00","987.00",9161,"1013.00","2268.00","623.00","623.00","1645.00","22.00","333.00","0.00","0.00","0.00","0.00","475.00","0.00","22.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3281",,,,,,,,,"3190.13",,,"164.10","90.87","0","90.87",,,,"0","no","yes","yes","yes","yes","yes","yes","no","no","yes","1262.76","4.01","0.87","3.13","0.83","0.29","0.53","2.86","0.49","2.36","0.05","0.01","0.04","0.26","0.07","0.20","5","2","3","2","1","1","159","89","70",,,,"166","92","74"
"FOREST EUROPE, EU-27, Europe, UNECE, International Tropical Timber Organization","PRT","Portugal",2010,"0.00","100.00","0.00","0.00","3252.00","1501.00",9161,"1030.00","2222.00","680.00","680.00","1542.00","22.00","215.00","0.00","0.00","0.00","0.00","532.00","0.00","18.00","0.00","78.65","40.46","40.18","40.50","52.40","1.70","81.0095","89.90212","27.3224","62.451","170.4048","2.5517","24.73","6.77","4.50","2.72",,,,,,,"1.59","40.31","64.25","36.17","4.78","10.68","14.21",,"130.09","170.4","41.03","11.74","0.92","20.52","5.87","0.50",,,,,,,,,,"3252",,,,,,"592.58","726.00",,"3158.12",,,"160.99","93.88","0","93.88",,,,"0","no","yes","yes","yes","yes","yes","yes","no","no","yes","1239.18","6.07","1.07","5.01","1.09","0.28","0.81","3.26","0.45","2.82","0.17","0.04","0.13","1.55","0.30","1.25","6","3","3","32","20","12","71","29","42",,,,"109","52","57"
"FOREST EUROPE, EU-27, Europe, UNECE, International Tropical Timber Organization","PRT","Portugal",2015,"0.00","100.00","0.00","0.00","3312.00","1543.00",9161,"1056.00","2256.00","695.00","695.00","1561.00","22.00","237.00","0.00","0.00","0.00","0.00","553.00","0.00","10.00","0.00","77.51","39.77","40.48","39.37","51.65","1.44","81.85056","89.72112","28.1336","61.45657","171.0648","2.22192","25.01","6.75","5.05","2.95",,,,,,,"1.47","41.23","63.91","37.46","5.12","11.33","12.01",,"129.83","171.06","40.91","11.82","0.90","20.46","5.91","0.50",,,,,,,,"3224.00",,"88","3062.00","2675.00","869.00","264.00","2717.00","615.61","884.00",,"3215.49",,,"165.57","96.51","0","96.51",,,,"0","no","yes","yes","yes","yes","yes","yes","no","no","yes","1249.45","8.39","1.43","6.96","2.19","0.47","1.73","3.91","0.50","3.41","0.34","0.10","0.24","1.95","0.36","1.58","4","3","1","32","15","17","50","15","34",,,,"86","33","52"
"FOREST EUROPE, EU-27, Europe, UNECE, International Tropical Timber Organization","PRT","Portugal",2020,"0.00","100.00","0.00","0.00","3312.00","1543.00",9161,"1056.00","2256.00","695.00","695.00","1561.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3312",,,,,,,,,,,,,,,,,,,,"no","yes","yes","yes","yes","yes","yes","no","no","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South America","PRY","Paraguay",1990,0,0,100,0,"25545.86","0.00",39730,"25535.62","10.24","10.24",,"0.00",,,,"0.00",,,,,,,"63.90","128.03","128.03","0.00","63.92581811690818003387",,"1631.726118","1.3110272","1.3110272","0","1633.04",,,,,,,,,,,,,,,,,,,,,,"69.86","25.62","8.15","32.84","12.04","3.83","2.09","55.25","50.00",,,,,,,"25545.86",,,,,,,,,,,,,,"25545.86",,,,,,"no","yes","no","yes","no","no","no","yes","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South America","PRY","Paraguay",2000,0,0,100,0,"22991.65","0.00",39730,"22961.13","30.52","30.52",,"0.00",,,,"0.00",,,,,,,"63.90","128.03","128.03","0.00","63.98540339645045048963",,"1467.216207","3.9074756","3.9074756","0","1471.13",,,,,,,,,,,,,,,,,,,,,,"69.86","25.62","8.15","32.84","12.04","3.83","2.09","55.25","50.00",,,,,,,"22991.65",,,,,,,,,,,,,,"22991.65",,,,,,"no","yes","no","yes","no","no","no","yes","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South America","PRY","Paraguay",2010,0,0,100,0,"19570.21","0.00",39730,"19519.41","50.80","50.80",,"0.00",,,,"0.00",,"1531.14",,,,,"63.90","128.03","128.03","0.00","64.06625171625649392623",,"1247.290299","6.503924","6.503924","0","1253.79",,,,,,,,,,,,,,,,,,,,,,"69.86","25.62","8.15","32.84","12.04","3.83","2.09","55.25","50.00",,,,,,,"19570.21",,,,,,,,,,,,,,"19570.21",,,,,,"no","yes","no","yes","no","no","no","yes","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South America","PRY","Paraguay",2015,0,0,100,0,"17498.94","0.00",39730,"17400.41","98.53","98.53",,"0.00",,,,"0.00",,,,,,,"63.90","128.03","128.03","0.00","64.26103523984881369957",,"1111.886199","12.6147959","12.6147959","0","1124.50",,,,,,,,,,,,,,,,,,,,,,"69.86","25.62","8.15","32.84","12.04","3.83","2.09","55.25","50.00",,,,,,,"17498.94",,,,,,,,,,,,,,"17498.94",,,,,,"no","yes","no","yes","no","no","no","yes","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South America","PRY","Paraguay",2020,0,0,100,0,"16102.26","0.00",39730,"15946.60","155.66","155.66",,"0.00",,,,"0.00",,,,,,,"63.90","128.03","64.23","0.00","64.52013568281719460498",,"1018.98774","19.9291498","9.9980418","0","1038.92",,,,,,,,,,,,,,,,,,,,,,"69.86","25.62","8.15","32.84","12.04","3.83","2.09","55.25","50.00",,,,,,,"16102.26",,,,,,,,,,,,,,,,,,,,"no","yes","no","yes","no","no","no","yes","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","PSE","Palestine",1990,0,0,54,46,"9.08","0.00",602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.08",,,,,,,,,,,,,,"9.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","PSE","Palestine",2000,0,0,54,46,"9.0800000000000000","0.00000000000000000000",602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.08",,,,,,,,,,,,,,"9.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","PSE","Palestine",2010,0,0,54,46,"9.95","0.00",602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.95",,,,,,,,,,,,,,"9.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","PSE","Palestine",2015,0,0,54,46,"10.14","0.00",602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.14",,,,,,,,,,,,,,"10.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","PSE","Palestine",2020,0,0,54,46,"10.14","0.00",602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania","PYF","French Polynesia",1990,0,0,100,0,"144.43","35.11",366,"140.00","4.43","2.78","2.73","1.65","40.00",,,"0.01",,"13.21","0.61",,,"0.57","100.00","144.46952595936794582393","170.00","100.00","101.36398255210136398255",,"14","0.64","0.4726","0.165","14.64",,,,,,,,,,,,,,,,,,,,,,"149.50","36.40",,"70.27","17.11",,,,,"2.78","1.65","6.57",,,,"133.43",,,,,,"6.57",,,,,,,,"144.43",,,,,,"no","no",,"yes",,"no",,"no",,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania","PYF","French Polynesia",2000,0,0,100,0,"148.55","35.11",366,"140.00","8.55","6.08","6.00","2.47","40.00",,,"0.01",,"30.15","0.69",,,"0.45","100.00","149.70760233918128654971","170.00","100.00","102.86098956580276001346",,"14","1.28","1.0336","0.247","15.28",,,,,,,,,,,,,,,,,,,,,,"148.94","36.37",,"70.00","17.10",,,,,"6.08","2.47","7.40",,,,"132.6",,,,,,"7.40",,,,,,,,"148.55",,,,,,"no","no",,"yes",,"no",,"no",,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania","PYF","French Polynesia",2010,0,0,100,0,"149.46","35.11",366,"140.00","9.46","6.21","6.10","3.25","40.00",,,"0.01",,"58.83","0.77",,,"0.32","100.00","146.93446088794926004228","170.00","100.00","102.97069450020072260136",,"14","1.39","1.0557","0.325","15.39",,,,,,,,,,,,,,,,,,,,,,"148.92","36.37",,"69.99","17.09",,,,,"6.21","3.25","7.40",,,,"132.6",,,,,,"7.40",,,"119.00",,,,"30.46","0","30.46","0.00","0.00","0.00","0","no","no",,"yes",,"no",,"no",,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania","PYF","French Polynesia",2015,0,0,100,0,"149.46","35.11",366,"140.00","9.46","6.21","6.10","3.25","40.00",,,"0.01",,"58.83","0.81",,,"0.25","100.00","146.93446088794926004228","170.00","100.00","102.97069450020072260136",,"14","1.39","1.0557","0.325","15.39",,,,,,,,,,,,,,,,,,,,,,"148.92","36.37",,"69.99","17.09",,,,,"6.21","3.25","7.40",,,,"132.6",,,,,,"7.40",,,"119.00",,,,"30.46","0","30.46","0.00","0.00","0.00","0","no","no",,"yes",,"no",,"no",,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania","PYF","French Polynesia",2020,0,0,100,0,"149.46","35.11",366,"140.00","9.46","6.21","6.10","3.25","40.00",,,"0.01",,"58.83","0.85",,,"0.19","100.00","146.93446088794926004228","170.00","100.00","102.97069450020072260136",,"14","1.39","1.0557","0.325","15.39",,,,,,,,,,,,,,,,,,,,,,"148.92","36.37",,"69.99","17.09",,,,,"6.21","3.25","7.40",,,,"132.6",,,,,,"7.40",,,,,,,,,,,,,,"no","no",,"yes",,"no",,"no",,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","QAT","Qatar",1990,0,0,0,100,"0.00","0.50",1161,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00",,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00","0.00","0.00","0",,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0","no","no","no","no","no","no","no","no","no","no",,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Asia","QAT","Qatar",2000,0,0,0,100,"0.00","0.50",1161,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00",,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00","0.00","0.00","0",,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0","no","no","no","no","no","no","no","no","no","no",,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Asia","QAT","Qatar",2010,0,0,0,100,"0.00","0.50",1161,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00",,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00","0.00","0.00","0",,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0","no","no","no","no","no","no","no","no","no","no",,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Asia","QAT","Qatar",2015,0,0,0,100,"0.00","0.50",1161,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00",,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00","0.00","0.00","0",,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0","no","no","no","no","no","no","no","no","no","no",,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Asia","QAT","Qatar",2020,0,0,0,100,"0.00","0.50",1161,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00",,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00","0.00","0.00","0",,,,,,"0.00","0.00","0.00",,,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Africa","REU","Réunion",1990,0,0,100,0,"87.95","26.68",251,"77.25","10.70","9.70","7.70","1.00","53.00",,"0.00","0.00","0.00","0.00",,"0.00",,,"198.00","145.00",,,"191.58612848209209778283","20.00","15.2955","1.5515",,,"16.85","0.5336",,,,,,,,,,,"15.30","15.3",,,,,,"1.55","1.55","16.85","125.00","25.00","3.00","60.00","12.00","1.00",,"18.00","30.00","0.00","0.00","0.00","0.00","87.95","0.00","0","7.00","87.85","58.00","33.00",,"3.95","36.00","3.95","34.48",,,,"53.47","0","53.47","0.00","0.00","0.00","0","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","87.95","0.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Africa","REU","Réunion",2000,0,0,100,0,"90.97","27.49",251,"80.27","10.70","9.70","7.70","1.00","53.00",,"0.00","0.00","0.00","0.00","6.10","0.00",,,"198.00","155.00",,,"192.92074310212157854238","20.00","15.89346","1.6585",,,"17.55","0.5498",,,,,,,,,,,"15.89","15.89",,,,,,"1.66","1.66","17.55","125.00","25.00","3.00","60.00","12.00","1.00",,"18.00","30.00","0.00","0.00","0.00","0.00","90.97","0.00","0","7.00","90.97","58.00","33.00",,"6.42","62.00","6.42","37.50",,,,"53.47","0","53.47","0.00","0.00","0.00","0","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","90.97","0.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Africa","REU","Réunion",2010,0,0,100,0,"93.99","28.30",251,"83.29","10.70","9.70","7.70","1.00","53.00",,"0.00","0.00","0.00","0.00","6.20","0.00",,,"198.00","165.00",,,"194.27598680710713905735","20.00","16.49142","1.7655",,,"18.26","0.566",,,,,,,,,,,"16.49","16.49","0.79","0.16","0.32","0.01",,"0.49","1.77","18.26","125.00","25.00","3.00","60.00","12.00","1.00",,"18.00","30.00","0.00","0.00","0.00","0.00","93.99","0.00","0","7.00","93.99","58.00","33.00",,"60.20","62.00","45.70","40.52",,,,"53.47","0","53.47","0.00","0.00","0.00","0","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","93.99","0.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Africa","REU","Réunion",2015,0,0,100,0,"96.04","27.21",251,"85.34","10.70","9.70","7.70","1.00","53.00","10.90","0.00","0.00","0.00","0.00","8.30","0.00","2.60",,"198.00","170.00",,,"194.91878384006663890046","20.00","16.89732","1.819",,,"18.72","0.5442",,,,,,,,,,,"16.90","16.9","0.81","0.16","0.34","0.01",,"0.50","1.82","18.72","125.00","25.00","3.00","60.00","12.00","1.00",,"18.00","30.00","0.00","0.00","0.00","0.00","96.04","0.00","0","6.00","96.04","57.00","38.00",,"60.20","62.00","45.70","42.57",,,,"53.47","0","53.47","0.00","0.00","0.00","0","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","96.04","0.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
