"regions","iso3","name","year","boreal","temperate","tropical","subtropical","1a_forestArea","1a_otherWoodedLand","1a_landArea","1b_naturallyRegeneratingForest","1b_plantedForest","1b_plantationForest","1b_plantationForestIntroduced","1b_otherPlantedForest","1c_primary","1c_tempUnstocked","1c_bamboos","1c_mangroves","1c_rubber","1f_palms","1f_treeOrchards","1f_agroforestry","1f_treesUrbanSettings","1f_other","2a_gs_ha_nat_reg","2a_gs_ha_planted","2a_gs_ha_plantation","2a_gs_ha_other_planted","2a_gs_ha_forest","2a_gs_ha_owl","2a_gs_tot_nat_reg","2a_gs_tot_planted","2a_gs_tot_plantation","2a_gs_tot_other_planted","2a_gs_tot_forest","2a_gs_tot_owl","2b_native_#1","2b_native_#2","2b_native_#3","2b_native_#4","2b_native_#5","2b_native_#6","2b_native_#7","2b_native_#8","2b_native_#9","2b_native_#10","2b_native_remaining","2b_native_total","2b_introduced_#1","2b_introduced_#2","2b_introduced_#3","2b_introduced_#4","2b_introduced_#5","2b_introduced_remaining","2b_introduced_total","2b_total_gs","2c_agb","2c_bgb","2c_dwb","2d_carbon_agb","2d_carbon_bgb","2d_carbon_dw","2d_carbon_litter","2d_carbon_soil","2d_soil_depth_cm","3a_prim_prod","3a_prim_prot","3a_prim_biodiv","3a_prim_socserv","3a_prim_multi","3a_prim_other","3a_prim_no_unknown","3a_tot_prod","3a_tot_prot","3a_tot_biodiv","3a_tot_socserv","3a_tot_other","3b_protected","3b_forMngt","3b_mngtProt","4a_priv_own","4a_individ","4a_bus_inst_fo","4a_indigenous_fo","4a_pub_own","4a_fo_unknown","4b_pub_admin","4b_individuals","4b_bus_inst_mr","4b_indigenous_mr","4b_unknown","5c_y_n","6a_policies_national","6a_policies_sub_national","6a_legislation_national","6a_legislation_sub_national","6a_platform_national","6a_platform_sub_national","6a_traceability_national","6a_traceability_sub_national","6b_pfe_y_n","6b_pfe_area","7a_employment_tot","7a_employment_fem","7a_employment_male","7a_emp_forestry_tot","7a_emp_forestry_fem","7a_emp_forestry_male","7a_emp_logging_tot","7a_emp_logging_fem","7a_emp_logging_male","7a_emp_nwfp_tot","7a_emp_nwfp_fem","7a_emp_nwfp_male","7a_emp_support_tot","7a_emp_support_fem","7a_emp_support_male","7b_phd_tot","7b_phd_fem","7b_phd_male","7b_msc_tot","7b_msc_fem","7b_msc_male","7b_ba_tot","7b_ba_fem","7b_ba_male","7b_tech_tot","7b_tech_fem","7b_tech_male","7b_total_tot","7b_total_fem","7b_total_male"
"FOREST EUROPE, UNECE, Europe","AND","Andorra",1990,0,100,0,0,"16.00","0.00",47,"16.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00",,,,,"220.00","0.00",,,"220.00",,"3.52","0","0.00","0.00","3.52","0.00",,,,,,,,,,,,,,,,,,,,,"154.00","30.80",,"72.38","14.48",,,,,,,,,,,"16",,,,,,,,,,,,,,"16",,,,,,"no",,"yes",,,,"yes",,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe","AND","Andorra",2000,0,100,0,0,"16.00","0.00",47,"16.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00",,,,,"220.00","0.00",,,"220.00",,"3.52","0","0.00","0.00","3.52","0.00",,,,,,,,,,,,,,,,,,,,,"154.00","30.80",,"72.38","14.48",,,,,,,,,,,"16",,,,,,,,,,,,,,"16",,,,,,"no",,"yes",,,,"yes",,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe","AND","Andorra",2010,0,100,0,0,"16.00","0.00",47,"16.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00",,,,,"220.00","0.00",,,"220.00",,"3.52","0","0.00","0.00","3.52","0.00",,,,,,,,,,,,,,,,,,,,,"154.00","30.80",,"72.38","14.48",,,,,,,,,,,"16",,,,,,,,,"0.10","0.00","0.00","0.00","15.90","0","15.90","0.00","0.00","0.00","0","no",,"yes",,,,"yes",,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe","AND","Andorra",2015,0,100,0,0,"16.00","0.00",47,"16.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00",,,,,"220.00","0.00",,,"220.00",,"3.52","0","0.00","0.00","3.52","0.00",,,,,,,,,,,,,,,,,,,,,"154.00","30.80",,"72.38","14.48",,,,,"0.50","7.00","6.70","1.37",,,"0.43",,,,,,,,,,,,,,"16",,,,,,"no",,"yes",,,,"yes",,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe","AND","Andorra",2020,0,100,0,0,"16.00","0.00",47,"16.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00",,,,,"220.00","0.00",,,"220.00",,"3.52","0","0.00","0.00","3.52","0.00",,,,,,,,,,,,,,,,,,,,,"154.00","30.80",,"72.38","14.48",,,,,,,,,,,"16",,,,,,,,,,,,,,,,,,,,"no",,"yes",,,,"yes",,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","ARE","United Arab Emirates",1990,0,0,100,0,"245.00","4.10",7102,,,,,,"0.00",,"0.00","3.80","0.00",,,,,,,,,,"48.89795918367346938776",,,,,,"11.98",,,,,,,,,,,,,,,,,,,,,,"74.33","31.96","14.90","34.94","15.02","6.98","2.08",,,"0.00","0.00","0.00","0.00","245.00","0.00","0",,,,,,,,,"0.00","0.00","0.00","0.00","245.00","0","245.00","0.00","0.00","0.00","0","no",,,,,,,,,"yes","245.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","ARE","United Arab Emirates",2000,0,0,100,0,"309.43","4.10",7102,,,,,,"0.00",,"0.00","4.00","0.00",,,,,,,,,,"49.02562776718482370811",,,,,,"15.17",,,,,,,,,,,,,,,,,,,,,,"74.35","31.97","14.90","34.94","15.03","7.00","2.10",,,"0.00","0.00","0.00","0.00","309.43","0.00","0",,,,,,,,,"0.00","0.00","0.00","0.00","309.43","0","309.43","0.00","0.00","0.00","0","no",,,,,,,,,"yes","310.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","ARE","United Arab Emirates",2010,0,0,100,0,"317.30","4.35",7102,,,,,,"0.00",,"0.00","4.30","0.00",,,,,,,,,,"48.91270091396155058304",,,,,,"15.52",,,,,,,,,,,,,,,,,,,,,,"74.31","31.96","14.88","34.92","15.03","7.00","2.11",,,"0.00","0.00","0.00","0.00","317.30","0.00","0",,,,,,,,,"0.00","0.00","0.00","0.00","317.30","0","371.30","0.00","0.00","0.00","-54","no",,,,,,,,,"yes","317.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","ARE","United Arab Emirates",2015,0,0,100,0,"317.30","4.60",7102,,,,,,"0.00",,"0.00","4.30","0.00",,,,,,,,,,"49.79514654900724866057",,,,,,"15.80",,,,,,,,,,,,,,,,,,,,,,"74.43","31.43","14.63","34.97","15.07","7.01","2.11",,,"0.00","0.00","0.00","0.00","317.30","0.00","0",,,,,,,,,"0.00","0.00","0.00","0.00","317.30","0","317.30","0.00","0.00","0.00","0","no",,,,,,,,,"yes","317.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","ARE","United Arab Emirates",2020,0,0,100,0,"317.30","4.85",7102,,,,,,"0.00",,"0.00","4.30","0.00",,,,,,,,,,"49.79514654900724866057",,,,,,"15.80",,,,,,,,,,,,,,,,,,,,,,"74.43","31.43","14.63","34.97","15.07","7.01","2.11",,,"0.00","0.00","0.00","0.00","317.30","0.00","0",,,,,,,,,,,,,,,,,,,,"no",,,,,,,,,"yes","317.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South America, Montreal Process","ARG","Argentina",1990,0,"8.00","83.00","9.00","35204.00","63580.00",273669,"34438.00","766.00","766.00","751.00","0.00",,,,"0.00",,,,,,,"74.79","515.50","515.50",,"84.3793318941029428474","12.76","2575.61802","394.873","394.873","0.00","2970.49","811.2808","658.57","405.41","262.38","156.26","95.39","47.40","54.05","55.71","45.55","44.98","749.91","2575.61","166.00","111.00","74.00","12.00","5.00","29.00","397","2972.61","172.98","44.85",,"82.65","21.44",,"3.67","45.42","30.00","766.00",,,,,,"34438","766.00",,,,,"1566.00",,,"767.00",,,,"2.00","34435",,,,,"2","no","yes","yes","yes","yes","yes","yes","yes","no","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South America, Montreal Process","ARG","Argentina",2000,0,"8.00","83.00","9.00","33378.00","63950.00",273669,"32302.00","1076.00","1076.00","1054.00","0.00",,,,"0.00",,,,,,,"77.47","515.50","515.50",,"91.59086823656300557253","12.68","2502.43594","554.678","554.678","0.00","3057.12","810.886","658.57","405.41","238.10","141.73","86.52","45.63","49.52","50.53","42.27","41.52","742.64","2502.44","233.00","156.00","104.00","17.00","7.00","41.00","558","3060.44","177.07","45.65",,"84.58","21.82",,"3.75","46.08","30.00","1076.00",,,,,,"32302","1076.00",,,,,"1738.00",,,"1077.00",,,,"3.00","32298",,,,,"3","no","yes","yes","yes","yes","yes","yes","yes","no","yes",,"10.00",,,,,,,,,,,,,,,"46",,,"570",,,"835",,,,,,,,
"South America, Montreal Process","ARG","Argentina",2010,0,"8.00","83.00","9.00","30214.00","63440.00",273669,"29027.00","1187.00","1187.00","1163.00","0.00",,,,"0.00",,,,,,,"81.70","515.50","515.50",,"98.74263586416892831138","12.56","2371.5059","611.8985","611.8985","0.00","2983.41","796.8064","658.57","405.41","206.76","123.00","75.09","44.09","43.81","43.86","40.01","36.70","694.20","2371.5","257.00","172.00","114.00","18.00","8.00","44.00","613","2984.5","182.12","46.67",,"86.96","22.29",,"3.85","46.90","30.00","1195.92",,"208.08","0.00","258.68","409.70","28141.62","1328.83",,"323.84","58.46","624.99","1747.00",,,"1189.00",,,,"3.00","29022",,,,,"3","no","yes","yes","yes","yes","yes","yes","yes","no","yes","36225.00","12.00",,,,,,,,,,,,,,,"725",,,"1201",,,"1158",,,,,,,,
"South America, Montreal Process","ARG","Argentina",2015,0,"8.00","83.00","9.00","29097.00","63193.00",273669,"27812.00","1285.00","1285.00","1259.00","0.00",,,,"0.00",,,,"30.34",,,"83.36","515.50","515.50",,"102.44458191566140839262","12.51","2318.40832","662.4175","662.4175","0.00","2980.83","790.54443","655.68","402.27","195.86","116.49","71.11","43.80","41.88","41.53","39.27","34.91","675.61","2318.41","278.00","186.00","124.00","20.00","9.00","48.00","665","2983.41","184.34","47.10",,"88.01","22.50",,"3.89","47.26","30.00","1299.22",,"111.65","53.48","2810.90","371.62","24450.13","1440.83",,"2415.63","555.83","3171.82","1856.00",,,"1289.00",,,,"4.00","27804",,,,,"4","no","yes","yes","yes","yes","yes","yes","yes","no","yes","42554.00","9.00",,,,,,,,,,,,,,,"1107",,,"1431",,,"1515",,,,,,,,
"South America, Montreal Process","ARG","Argentina",2020,0,"8.00","83.00","9.00","28573.00","62964.00",273669,"27137.00","1436.00","1436.00","1407.00","0.00",,,,"0.00",,,,"34.47",,,"83.98","515.50","515.50",,"105.66723830189339586323","12.43","2278.96526","740.258","740.258","0.00","3019.23","782.64252","648.44","394.40","190.10","113.04","69.01","43.74","40.87","40.31","38.19","34.02","666.83","2278.95","311.00","208.00","138.00","22.00","10.00","54.00","743","3021.95","185.74","47.35",,"88.65","22.61",,"3.89","47.49","30.00","1444.93",,"982.46","3.20","3234.63","3531.03","19376.75","2957.17",,"2646.03","2845.52","6700.87","1928.00",,,,,,,,,,,,,,"no","yes","yes","yes","yes","yes","yes","yes","no","yes","43233.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia, UNECE","ARM","Armenia",1990,0,39,0,61,"334.73","41.18",2847,"321.00","13.73","0.00","0.00","13.73","17.00",,"0.00","0.00","0.00",,,,,,,,,,"125.50413766319122875153","19.42690626517727051967",,,,,"42.01","0.80","20.81","12.62","6.04","0.61","0.45","0.16","0.31","0.24","0.10","0.14","0.51","41.99",,,,,,,,"41.99","82.69","19.04",,"38.90","8.96",,"28.18","36.84","30.00","0.00","205.70","0.00","71.60","0.00","57.40","0.03",,,,,,,,,"0.00","0.00","0.00","0.00","334.73","0","334.73","0.00","0.00","0.00","0",,"yes","no","yes","no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia, UNECE","ARM","Armenia",2000,0,39,0,61,"332.64","52.26",2847,"322.00","10.64","0.00","0.00","10.64","17.00",,"0.00","0.00","0.00",,,,,,,,,,"126.62337662337662337662","15.30807500956754688098",,,,,"42.12","0.80","20.62","11.74","6.28","0.60","0.45","0.17","0.29","0.18","0.23","0.18","0.37","41.11",,,,,,,,"41.11","81.38","18.74",,"38.29","8.80",,"28.17","36.82","30.00","0.00","205.00","0.00","70.40","0.00","57.20","0.04",,,,,,,,,"0.00","0.00","0.00","0.00","332.64","0","332.64","0.00","0.00","0.00","0",,"yes","no","yes","no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia, UNECE","ARM","Armenia",2010,0,39,0,61,"330.56","63.34",2847,"310.00","20.56","0.00","0.00","20.56","17.00",,"0.00","0.00","0.00",,,,,,,,,,"121.67231364956437560503","12.63024944742658667509",,,,,"40.22","0.80","20.52","11.30","6.40","0.60","0.45","0.17","0.28","0.15","0.30","0.20","0.30","40.67",,,,,,,,"40.67","80.06","18.46",,"37.70","8.67",,"28.16","36.80","30.00","0.00","133.00","0.00","0.00","0.00","130.40","67.16",,,,,,,,,"0.00","0.00","0.00","0.00","330.56","0","330.56","0.00","0.00","0.00","0",,"yes","no","yes","no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia, UNECE","ARM","Armenia",2015,0,39,0,61,"329.52","68.88",2847,"310.00","19.52","0.00","0.00","19.52","17.00",,"0.00","0.00","0.00",,,,,,,,,,"123.42194707453265355669","11.61440185830429732869",,,,,"40.67","0.80","20.52","11.30","6.40","0.60","0.45","0.17","0.28","0.15","0.30","0.20","0.30","40.67",,,,,,,,"40.67","80.72","18.58",,"38.01","8.83",,"28.16","36.81","30.00",,,,,,,"329.52",,,,,,,,,"0.00","0.00","0.00","0.00","329.52","0","329.52","0.00","0.00","0.00","0",,"yes","no","yes","no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia, UNECE","ARM","Armenia",2020,0,39,0,61,"328.47","74.43",2847,"310.00","18.47","0.00","0.00","18.47","17.00",,"0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00",,,,,,,"328.47",,,,,,,,,,,,,,,,,,,,,"yes","no","yes","no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oceania","ASM","American Samoa",1990,0,0,100,0,"18.07","0.00",20,"18.07","0.00","0.00","0.00","0.00","7.90","0.00",,"0.06","0.00",,,,,,"101.80","0.00",,,"101.80",,"1.839526","0","0.00","0.00","1.839526",,,,,,,,,,,,,,,,,,,,,,"109.57","26.30",,"51.50","12.36",,,,,"0.00","0.00","0.06","0.00","2.51","0.00","15.5","0.00","0.00","2.57","2.51","0.00","2.57","2.57","2.57","18.07","0.09","0.00","17.98","0.00","0","0.00","0.00","0.00","0.00","0","no","yes","yes","yes","yes","yes","yes","no","no","yes","2.57",,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","2","0","2","2","0","2"
"Oceania","ASM","American Samoa",2000,0,0,100,0,"17.73","0.00",20,"17.73","0.00","0.00","0.00","0.00","5.30","0.00",,"0.05","0.00",,,,,,"105.70","0.00",,,"105.70",,"1.874061","0","0.00","0.00","1.874061",,"0.29","0.22","0.21","0.15","0.14","0.11","0.07","0.06","0.06","0.06","0.52","1.89","0.00","0.00","0.00","0.00","0.00","0.00","0","1.89","125.13","30.03",,"58.81","14.11",,,,,"0.00","0.00","0.06","0.00","2.51","0.00","15.16","0.00","0.00","2.57","2.51","0.00","2.57","2.57","2.57","17.73","0.09","0.00","17.64","0.00","0","0.00","0.00","0.00","0.00","0","no","yes","yes","yes","yes","yes","yes","no","no","yes","2.57",,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","1","0","1","1","0","1"
"Oceania","ASM","American Samoa",2010,0,0,100,0,"17.43","0.00",20,"17.43","0.00","0.00","0.00","0.00","2.69","0.00",,"0.04","0.00",,,,,,"109.60","0.00",,,"109.60",,"1.910328","0","0.00","0.00","1.910328",,"0.28","0.15","0.12","0.12","0.13","0.07","0.02","0.06","0.06","0.00","0.93","1.94","0.00","0.00","0.00","0.00","0.00","0.00","0","1.94","137.85","33.08",,"64.79","15.55",,,,,"0.00","0.00","0.06","0.00","2.53","0.00","14.84","0.00","0.00","2.59","2.53","0.00","2.59","2.59","2.59","17.43","0.09","0.00","17.28","0.00","0","0.00","0.00","0.00","0.00","0","no","yes","yes","yes","yes","yes","yes","no","no","yes","2.59","0.01","0.00","0.01","0.01","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","6","4","2","6","4","2"
"Oceania","ASM","American Samoa",2015,0,0,100,0,"17.28","0.00",20,"17.28","0.00","0.00","0.00","0.00","1.38","0.00",,"0.04","0.00",,,,,,"111.60","0.00",,,"111.60",,"1.928448","0","0.00","0.00","1.928448",,,,,,,,,,,,,,,,,,,,,,"143.91","34.54",,"67.64","16.23",,,,,"0.00","0.00","0.06","0.00","2.53","0.00","14.69","0.00","0.00","2.59","2.53","0.00","2.59","2.59","2.59","17.28","0.09","0.00","17.19","0.00","0","0.00","0.00","0.00","0.00","0","no","yes","yes","yes","yes","yes","yes","no","no","yes","2.59","0.01","0.00","0.01","0.01","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","9","6","3","9","6","3"
"Oceania","ASM","American Samoa",2020,0,0,100,0,"17.13","0.00",20,"17.13","0.00","0.00","0.00","0.00","0.09","0.00",,"0.04","0.00",,,,,,"113.50","0.00",,,"113.50",,"1.944255","0","0.00","0.00","1.944255",,,,,,,,,,,,,,,,,,,,,,"150.79","36.19",,"70.87","17.01",,,,,"0.00","0.00","0.06","0.00","2.53","0.00","14.54","0.00","0.00","2.59","2.53","0.00","2.59","2.59","2.59",,,,,,,,,,,,"no","yes","yes","yes","yes","yes","yes","no","no","yes","2.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North and Central America","ATG","Antigua and Barbuda",1990,0,0,100,0,"10.11","15.60",44,,,,,,"0.00",,,"1.21","0.00",,,,,,,,,,"123.00",,,,,,"1.24353",,,,,,,,,,,,,,,,,,,,,,"210.00","59.00",,"98.70","27.73",,,,,,,,,,,"10.11",,,,,,,,,,,,,,"10.11",,,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North and Central America","ATG","Antigua and Barbuda",2000,0,0,100,0,"9.45","15.60",44,,,,,,"0.00",,,"0.85","0.00",,,,,,,,,,"123.00",,,,,,"1.16235",,,,,,,,,,,,,,,,,,,,,,"210.00","59.00",,"98.70","27.73",,,,,,,,,,,"9.45",,,,,,,,,,,,,,"9.45",,,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North and Central America","ATG","Antigua and Barbuda",2010,0,0,100,0,"8.78","15.60",44,,,,,,"0.00",,,"0.67","0.00",,,,,,,,,,"123.00",,,,,,"1.07994",,,,,,,,,,,,,,,,,,,,,,"210.00","59.00",,"98.70","27.73",,,,,,,,,,,"8.78",,,,,,,,,,,,,,"8.78",,,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North and Central America","ATG","Antigua and Barbuda",2015,0,0,100,0,"8.45","15.60",44,,,,,,"0.00",,,"0.67","0.00",,,,,,,,,,"123.00",,,,,,"1.03935",,,,,,,,,,,,,,,,,,,,,,"210.00","59.00",,"98.70","27.73",,,,,,,,,,,"8.45",,,,,,,,,,,,,,"8.45",,,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North and Central America","ATG","Antigua and Barbuda",2020,0,0,100,0,"8.12","15.60",44,,,,,,"0.00",,,"0.67","0.00",,,,,,,,,,"123.00",,,,,,"0.99876",,,,,,,,,,,,,,,,,,,,,,"210.00","59.00",,"98.70","27.73",,,,,,,,,,,"8.12",,,,,,,,,,,,,,,,,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montreal Process, Oceania, International Tropical Timber Organization","AUS","Australia",1990,0,35,15,50,"133882.20000000000000000000",,768230,"132859.300000000000000000000000","1022.90","1022.9000000000000000","926.4405300000000000",,,,,"1045.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","1022.90",,"14481.66",,"11382.60","0.00","106995.04","12405.50",,"25864.20","27091.90","106488.60","14481.66",,,"36124.62",,,,"96746.39","1011.19","40389.38","56357.01",,,"0","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","26281.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montreal Process, Oceania, International Tropical Timber Organization","AUS","Australia",2000,0,35,15,50,"131814.10000000000000000000",,768230,"130329.400000000000","1484.70","1484.7000000000000000","972.1815600000000000",,"4963.00",,,"749.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85.56","40.69","24.72","42.78","20.35","12.36","4.52","86.61","30.00","1484.70",,"17594.47",,"9129.00","0.00","103605.93","10613.70",,"26723.50","26965.90","103983.10","17594.47",,,"31773.37",,,,"98058.21","1982.52","37495.26","60562.95",,,"0","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","26256.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montreal Process, Oceania, International Tropical Timber Organization","AUS","Australia",2010,0,35,15,50,"129546.1000000000000000",,768230,"127378.200000000000","2167.90","2008.9000000000000000","1023.5345500000000000","159.0000000000000000",,,,"913.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86.36","40.97","24.98","43.18","20.49","12.49","4.55","87.71","30.00","2008.90",,"22260.35",,"10556.60","0.00","94720.25","12565.50","30961.50","40733.10","33330.60","94662.10","22260.35","28824.69","17911.85","36184.19",,,"16847.83","92342.30","1019.61","39354.76","50495.29",,"2492.25","0","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","32763.70","7.57",,,,,,,,,,,,"2.17",,,"32",,,,,,"28",,,"437",,,"499",,
"Montreal Process, Oceania, International Tropical Timber Organization","AUS","Australia",2015,0,35,15,50,"133094.5000000000000000",,768230,"130676.700000000000","2417.80","1973.4000000000000000","1035.4429800000000000","444.4000000000000000","4504.00",,,"854.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84.56","40.05","24.31","42.28","20.02","12.16","4.46","85.99","30.00","1973.40",,"23899.97",,"10440.80","0.00","96780.33","12414.20","36334.80","45736.90","32116.80","99401.50","23899.97","42965.58","19048.04","43018.03",,,"17862.51","89217.00","859.47","38104.80","46239.71",,"4872.49","0","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","31154.30","8.98",,,,,,,,,,,,"2.96",,,"52",,,,,,"31",,,"301",,,"364",,
"Montreal Process, Oceania, International Tropical Timber Organization","AUS","Australia",2020,0,35,15,50,"134005.10",,768230,"131614.80","2390.30","1942.70","1037.01","447.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83.98","39.77","24.15","41.99","19.89","12.07","4.43","85.41","30.00","1942.70",,"24071.55",,"10515.77","0.00","97475.08","12383.50","36053.00","46065.19","32347.37","100115.10","24071.55","43259.64","19178.43",,,,,,,,,,,,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EU-27, FOREST EUROPE, UNECE, Europe, International Tropical Timber Organization","AUT","Austria",1990,0,100,0,0,"3775.67","117.67",8252,"2036.60","1739.40","0.00","0.00","1739.40","63.00","376.00","0.00","0.00","0.00","0.00","19.58",,,"2.60","253.36344888539723067858","236.28837530182821662642","0.00","236.28837530182821662642","245.51933828962806601213","0","516.00","411.00","0","411.00","927.00","0.00","550.00","82.00","73.00","62.00","43.00","21.00","12.00","9.00","9.00","5.00","55.00","921","2.00","2.00","0.50","0.50","0.00",,"5","926","143.50","37.10","1.60","70.37","18.29","0.78","15.00","106.00","50.00","2621.07","1119.11","0.00","35.49","0.00","0.00","0","3308.00","3775.67",,"3495.00",,,"1850.00",,"2970.32","2152.13","461.39","356.80","805.35","0","805.35","0.00","0.00","0.00","0","yes","yes","yes","yes","yes","yes","no","yes","no","yes","3775.67","21.08",,,,,,,,,,,,,,,"6","0","6","65","5","60","0","0","0","133","3","130","204","8","196"
"EU-27, FOREST EUROPE, UNECE, Europe, International Tropical Timber Organization","AUT","Austria",2000,0,100,0,0,"3838.14","116.71",8252,"2154.30","1683.70","0.00","0.00","1683.70","63.00","380.00","0.00","0.00","0.00","0.00","17.39",,,"3.37","275.72761453836513020471","280.92890657480548791352","0.00","280.92890657480548791352","277.99923921482801565342","0","594.00","473.00","0","473.00","1067.00","0.00","640.00","96.00","74.00","70.00","46.00","25.00","18.00","12.00","9.00","7.00","63.00","1060","3.00","2.00","0.50","0.00","0.50",,"6","1066","157.40","40.80","2.10","76.89","19.97","1.03",,,"50.00","2635.04","1137.62","30.24","35.24","0.00","0.00","0","3342.00","3838.14","116.60","3662.00",,,"1881.00",,"3085.48","2187.74","539.64","358.10","752.66","0","752.66","0.00","0.00","0.00","0","yes","yes","yes","yes","yes","yes","no","yes","no","yes","3838.14","18.00",,,,,,,,,,,,,,,"13","2","11","52","6","46","0","0","0","95","10","85","159","18","142"
"EU-27, FOREST EUROPE, UNECE, Europe, International Tropical Timber Organization","AUT","Austria",2010,0,100,0,0,"3863.20","134.21",8252,"2183.70","1679.30","0.00","0.00","1679.30","63.00","458.00","0.00","0.00","0.00","0.00","13.92",,,"4.33","287.12735265833218848743","297.14762103257309593283","0.00","297.14762103257309593283","291.46821288051356388486","0","627.00","499.00","0","499.00","1126.00","0.00","672.00","106.00","73.00","71.00","48.00","27.00","23.00","15.00","9.00","8.00","68.00","1120","3.00","2.00","1.00","0.00","0.00",,"6","1126","164.50","42.10","3.10","80.22","20.43","1.50","26.00","104.00","50.00","2309.19","1411.62","107.20","35.19","0.00","0.00","0","3336.00","3863.20","291.20","3761.00",,"729.08","1932.00",,"3130.35","2202.02","522.69","405.64","732.85","0","732.85","0.00","0.00","0.00","0","yes","yes","yes","yes","yes","yes","no","yes","no","yes","3863.20","20.25",,,,,,,,,,,,,,,"11","3","8","38","10","28","32","8","24","100","6","94","181","27","154"
